PAYROLL,COMPONENT,GL,BRANCH,AMOUNT(SLL)
80,"NASSIT 10% (Deduc)",124300000032,008,11946585.26
80,"NASSIT 10% (Deduc)",124300000032,009,6916916.04
80,"NASSIT 10% (Deduc)",124300000032,010,9836998.86
80,"NASSIT 10% (Deduc)",124300000032,011,37033881.36
80,"NASSIT 10% (Deduc)",124300000032,012,14835840.90
80,"NASSIT 10% (Deduc)",124300000032,013,15822644.46
80,"NASSIT 10% (Deduc)",124300000032,014,7766638.92
80,"NASSIT 10% (Deduc)",124300000032,015,6095022.54
80,"NASSIT 10% (Deduc)",124300000032,016,9444923.06
80,"NASSIT 10% (Deduc)",124300000032,017,19883995.92
80,"NASSIT 10% (Payt)",143000000001,000,320451409.88
80,"NASSIT 10% (Payt)",143000000001,001,111032898.14
80,"NASSIT 10% (Payt)",143000000001,002,14882135.32
80,"NASSIT 10% (Payt)",143000000001,003,35996625.78
80,"NASSIT 10% (Payt)",143000000001,004,14860862.32
80,"NASSIT 10% (Payt)",143000000001,005,16633673.44
80,"NASSIT 10% (Payt)",143000000001,007,12955156.54
80,"NASSIT 10% (Payt)",143000000001,008,11946585.26
80,"NASSIT 10% (Payt)",143000000001,009,6916916.04
80,"NASSIT 10% (Payt)",143000000001,010,9836998.86
80,"NASSIT 10% (Payt)",143000000001,011,37033881.36
80,"NASSIT 10% (Payt)",143000000001,012,14835840.90
80,"NASSIT 10% (Payt)",143000000001,013,15822644.46
80,"NASSIT 10% (Payt)",143000000001,014,7766638.92
80,"NASSIT 10% (Payt)",143000000001,015,6095022.54
80,"NASSIT 10% (Payt)",143000000001,016,9444923.06
80,"NASSIT 10% (Payt)",143000000001,017,19883995.92
80,"Net Salary",,000,2873609708.92
80,"Net Salary",,001,1022452754.08
80,"Net Salary",,002,133857907.88
80,"Net Salary",,003,303330333.48
80,"Net Salary",,004,143839974.36
80,"Net Salary",,005,158631665.38
80,"Net Salary",,007,118410369.94
80,"Net Salary",,008,115867980.24
80,"Net Salary",,009,70521018.50
80,"Net Salary",,010,89585849.62
80,"Net Salary",,011,329692107.42
80,"Net Salary",,012,152412903.90
80,"Net Salary",,013,144135481.74
80,"Net Salary",,014,75140429.28
80,"Net Salary",,015,67616327.66
80,"Net Salary",,016,88624382.02
80,"Net Salary",,017,178858849.14
80,Overtime,143000000010,000,40030000.00
80,Overtime,143000000010,001,2260000.00
80,Overtime,143000000010,002,0.00
80,Overtime,143000000010,003,0.00
80,Overtime,143000000010,004,0.00
80,Overtime,143000000010,005,0.00
80,Overtime,143000000010,007,0.00
80,Overtime,143000000010,008,0.00
80,Overtime,143000000010,009,2280000.00
80,Overtime,143000000010,010,0.00
80,Overtime,143000000010,011,2740000.00
80,Overtime,143000000010,012,970000.00
80,Overtime,143000000010,013,1880000.00
80,Overtime,143000000010,014,2670000.00
80,Overtime,143000000010,015,1260000.00
80,Overtime,143000000010,016,0.00
80,Overtime,143000000010,017,0.00
80,PAYE,124300000027,000,1081123659.92
80,PAYE,124300000027,001,331981180.22
80,PAYE,124300000027,002,44506246.20
80,PAYE,124300000027,003,109607285.74
80,PAYE,124300000027,004,46632846.20
80,PAYE,124300000027,005,48669285.20
80,PAYE,124300000027,007,38966800.08
80,PAYE,124300000027,008,38947705.84
80,PAYE,124300000027,009,23769007.94
80,PAYE,124300000027,010,31986792.70
80,PAYE,124300000027,011,112346617.40
80,PAYE,124300000027,012,49231244.56
80,PAYE,124300000027,013,47835206.50
80,PAYE,124300000027,014,26871612.60
80,PAYE,124300000027,015,21448426.18
80,PAYE,124300000027,016,28347592.28
80,PAYE,124300000027,017,60622789.86
80,"Senior Staff Association",0201300000801,000,2800000.00
80,"Senior Staff Association",0201300000801,001,600000.00
80,"Senior Staff Association",0201300000801,002,100000.00
80,"Senior Staff Association",0201300000801,003,100000.00
80,"Senior Staff Association",0201300000801,004,100000.00
80,"Senior Staff Association",0201300000801,005,100000.00
80,"Senior Staff Association",0201300000801,007,100000.00
80,"Senior Staff Association",0201300000801,008,100000.00
80,"Senior Staff Association",0201300000801,009,0.00
80,"Senior Staff Association",0201300000801,010,100000.00
80,"Senior Staff Association",0201300000801,011,200000.00
80,"Senior Staff Association",0201300000801,012,100000.00
80,"Senior Staff Association",0201300000801,013,100000.00
80,"Senior Staff Association",0201300000801,014,100000.00
80,"Senior Staff Association",0201300000801,015,0.00
80,"Senior Staff Association",0201300000801,016,100000.00
80,"Senior Staff Association",0201300000801,017,200000.00
80,"Stewards Allowance",143000000012,000,103486698.10
80,"Stewards Allowance",143000000012,001,31451516.30
80,"Stewards Allowance",143000000012,002,0.00
80,"Stewards Allowance",143000000012,003,6290303.26
80,"Stewards Allowance",143000000012,004,6290303.26
80,"Stewards Allowance",143000000012,005,6290303.26
80,"Stewards Allowance",143000000012,007,6290303.26
80,"Stewards Allowance",143000000012,008,0.00
80,"Stewards Allowance",143000000012,009,0.00
80,"Stewards Allowance",143000000012,010,6290303.26
80,"Stewards Allowance",143000000012,011,6290303.26
80,"Stewards Allowance",143000000012,012,6290303.26
80,"Stewards Allowance",143000000012,013,0.00
80,"Stewards Allowance",143000000012,014,6290303.26
80,"Stewards Allowance",143000000012,015,0.00
80,"Stewards Allowance",143000000012,016,6290303.26
80,"Stewards Allowance",143000000012,017,6290303.26
80,"Sundry/Special Allowance",143000000012,000,0.00
80,"Sundry/Special Allowance",143000000012,001,852319.36
80,"Sundry/Special Allowance",143000000012,002,0.00
80,"Sundry/Special Allowance",143000000012,003,0.00
80,"Sundry/Special Allowance",143000000012,004,0.00
80,"Sundry/Special Allowance",143000000012,005,0.00
80,"Sundry/Special Allowance",143000000012,007,0.00
80,"Sundry/Special Allowance",143000000012,008,7734766.96
80,"Sundry/Special Allowance",143000000012,009,0.00
80,"Sundry/Special Allowance",143000000012,010,0.00
80,"Sundry/Special Allowance",143000000012,011,0.00
80,"Sundry/Special Allowance",143000000012,012,0.00
80,"Sundry/Special Allowance",143000000012,013,0.00
80,"Sundry/Special Allowance",143000000012,014,0.00
80,"Sundry/Special Allowance",143000000012,015,508478.56
80,"Sundry/Special Allowance",143000000012,016,0.00
80,"Sundry/Special Allowance",143000000012,017,0.00
80,"Taxable Income",,000,3744733368.84
80,"Taxable Income",,001,1205603934.30
80,"Taxable Income",,002,160354154.08
80,"Taxable Income",,003,384357619.22
80,"Taxable Income",,004,169442820.56
80,"Taxable Income",,005,180230950.58
80,"Taxable Income",,007,140877170.02
80,"Taxable Income",,008,139825686.08
80,"Taxable Income",,009,85230026.44
80,"Taxable Income",,010,112622642.32
80,"Taxable Income",,011,401488724.82
80,"Taxable Income",,012,179104148.46
80,"Taxable Income",,013,172450688.24
80,"Taxable Income",,014,94572041.88
80,"Taxable Income",,015,78494753.84
80,"Taxable Income",,016,103491974.30
80,"Taxable Income",,017,217051639.00
80,"Total Allowance",,000,926044977.00
80,"Total Allowance",,001,309191403.86
80,"Total Allowance",,002,38173868.82
80,"Total Allowance",,003,72789674.68
80,"Total Allowance",,004,50664628.58
80,"Total Allowance",,005,50857969.70
80,"Total Allowance",,007,35403183.10
80,"Total Allowance",,008,42333126.26
80,"Total Allowance",,009,29119324.12
80,"Total Allowance",,010,28771153.04
80,"Total Allowance",,011,92866852.66
80,"Total Allowance",,012,62163660.38
80,"Total Allowance",,013,42935565.84
80,"Total Allowance",,014,28788972.24
80,"Total Allowance",,015,30555413.96
80,"Total Allowance",,016,28165205.54
80,"Total Allowance",,017,52153677.96
80,"Total Deductions",,000,1096723659.92
80,"Total Deductions",,001,341551180.22
80,"Total Deductions",,002,45696246.20
80,"Total Deductions",,003,111427285.74
80,"Total Deductions",,004,48002846.20
80,"Total Deductions",,005,50399285.20
80,"Total Deductions",,007,40066800.08
80,"Total Deductions",,008,39957705.84
80,"Total Deductions",,009,24309007.94
80,"Total Deductions",,010,32636792.70
80,"Total Deductions",,011,114996617.40
80,"Total Deductions",,012,50691244.56
80,"Total Deductions",,013,49115206.50
80,"Total Deductions",,014,27431612.60
80,"Total Deductions",,015,22078426.18
80,"Total Deductions",,016,29267592.28
80,"Total Deductions",,017,62192789.86
80,"Transport Allowance",143000000012,000,278764881.22
80,"Transport Allowance",143000000012,001,204666393.62
80,"Transport Allowance",143000000012,002,23246503.24
80,"Transport Allowance",143000000012,003,38033874.34
80,"Transport Allowance",143000000012,004,25442062.56
80,"Transport Allowance",143000000012,005,31681539.14
80,"Transport Allowance",143000000012,007,19630380.36
80,"Transport Allowance",143000000012,008,22318304.52
80,"Transport Allowance",143000000012,009,14658264.38
80,"Transport Allowance",143000000012,010,13560484.72
80,"Transport Allowance",143000000012,011,57341375.12
80,"Transport Allowance",143000000012,012,27572955.74
80,"Transport Allowance",143000000012,013,26128200.26
80,"Transport Allowance",143000000012,014,9944361.84
80,"Transport Allowance",143000000012,015,13754257.58
80,"Transport Allowance",143000000012,016,15885150.76
80,"Transport Allowance",143000000012,017,29227766.38
80,"Union Dues",124300000011,000,2200000.00
80,"Union Dues",124300000011,001,1860000.00
80,"Union Dues",124300000011,002,220000.00
80,"Union Dues",124300000011,003,360000.00
80,"Union Dues",124300000011,004,260000.00
80,"Union Dues",124300000011,005,340000.00
80,"Union Dues",124300000011,007,200000.00
80,"Union Dues",124300000011,008,180000.00
80,"Union Dues",124300000011,009,120000.00
80,"Union Dues",124300000011,010,100000.00
80,"Union Dues",124300000011,011,500000.00
80,"Union Dues",124300000011,012,280000.00
80,"Union Dues",124300000011,013,240000.00
80,"Union Dues",124300000011,014,80000.00
80,"Union Dues",124300000011,015,140000.00
80,"Union Dues",124300000011,016,160000.00
80,"Union Dues",124300000011,017,260000.00
80,"Word Processing Allowance",143000000012,000,36998.00
80,"Word Processing Allowance",143000000012,001,36998.00
80,"Word Processing Allowance",143000000012,002,0.00
80,"Word Processing Allowance",143000000012,003,0.00
80,"Word Processing Allowance",143000000012,004,0.00
80,"Word Processing Allowance",143000000012,005,0.00
80,"Word Processing Allowance",143000000012,007,0.00
80,"Word Processing Allowance",143000000012,008,0.00
80,"Word Processing Allowance",143000000012,009,0.00
80,"Word Processing Allowance",143000000012,010,0.00
80,"Word Processing Allowance",143000000012,011,0.00
80,"Word Processing Allowance",143000000012,012,0.00
80,"Word Processing Allowance",143000000012,013,0.00
80,"Word Processing Allowance",143000000012,014,0.00
80,"Word Processing Allowance",143000000012,015,0.00
80,"Word Processing Allowance",143000000012,016,0.00
80,"Word Processing Allowance",143000000012,017,0.00
